ÐòºÅ,Ê±¼ä,½ø³Ì(PID),IOÀàÐÍ,COM¿Ú,Êý¾Ý³¤¶È,Êý¾Ý,
1,13:48:18.626,esptool.exe(5072),IRP_MJ_CREATE,COM10,0,,
23,13:48:18.944,esptool.exe(5072),IRP_MJ_READ,COM10,31,	00 00 00 00 C0 C0 01 08 04 00 12 20 55 55 00 00 00 00 C0 C0 01 08 04 00 12 20 55 55 00 00 00  | \#0\#0\#0\#0¨¤¨¤\#1\#8\#4\#0\#18 UU\#0\#0\#0\#0¨¤¨¤\#1\#8\#4\#0\#18 UU\#0\#0\#0,
24,13:48:18.944,esptool.exe(5072),IOCTL_SET_BAUD_RATE    ,COM10,4,	115200,
25,13:48:18.945,esptool.exe(5072),IOCTL_SET_BAUD_RATE    ,COM10,4,	115200,
26,13:48:18.945,esptool.exe(5072),IOCTL_SET_BAUD_RATE    ,COM10,4,	115200,
27,13:48:18.946,esptool.exe(5072),IOCTL_SET_BAUD_RATE    ,COM10,4,	115200,
28,13:48:18.947,esptool.exe(5072),IRP_MJ_READ,COM10,1,	00  | \#0,
29,13:48:18.947,esptool.exe(5072),IRP_MJ_READ,COM10,15,	C0 C0 01 08 04 00 12 20 55 55 00 00 00 00 C0  | ¨¤¨¤\#1\#8\#4\#0\#18 UU\#0\#0\#0\#0¨¤,
30,13:48:18.947,esptool.exe(5072),IOCTL_SET_BAUD_RATE    ,COM10,4,	115200,
31,13:48:18.948,esptool.exe(5072),IOCTL_SET_BAUD_RATE    ,COM10,4,	115200,
32,13:48:18.948,esptool.exe(5072),IOCTL_SET_BAUD_RATE    ,COM10,4,	115200,
33,13:48:18.949,esptool.exe(5072),IOCTL_SET_BAUD_RATE    ,COM10,4,	115200,
34,13:48:18.949,esptool.exe(5072),IRP_MJ_WRITE,COM10,14,	C0 00 0A 04 00 00 00 00 00 0C A0 01 60 C0  | ¨¤\#0\#10\#4\#0\#0\#0\#0\#0\#12?\#1`¨¤,
35,13:48:18.949,esptool.exe(5072),IRP_MJ_READ,COM10,1,	C0  | ¨¤,
36,13:48:18.953,esptool.exe(5072),IRP_MJ_READ,COM10,13,	01 0A 04 00 00 A2 00 00 00 00 00 00 C0  | \#1\#10\#4\#0\#0¡é\#0\#0\#0\#0\#0\#0¨¤,
37,13:48:18.953,esptool.exe(5072),IOCTL_SET_BAUD_RATE    ,COM10,4,	115200,
38,13:48:18.954,esptool.exe(5072),IOCTL_SET_BAUD_RATE    ,COM10,4,	115200,
39,13:48:18.954,esptool.exe(5072),IRP_MJ_WRITE,COM10,14,	C0 00 0A 04 00 00 00 00 00 0C A0 01 60 C0  | ¨¤\#0\#10\#4\#0\#0\#0\#0\#0\#12?\#1`¨¤,
40,13:48:18.955,esptool.exe(5072),IRP_MJ_READ,COM10,1,	C0  | ¨¤,
41,13:48:18.959,esptool.exe(5072),IRP_MJ_READ,COM10,13,	01 0A 04 00 00 A2 00 00 00 00 00 00 C0  | \#1\#10\#4\#0\#0¡é\#0\#0\#0\#0\#0\#0¨¤,
42,13:48:18.959,esptool.exe(5072),IOCTL_SET_BAUD_RATE    ,COM10,4,	115200,
43,13:48:18.959,esptool.exe(5072),IOCTL_SET_BAUD_RATE    ,COM10,4,	115200,
44,13:48:18.960,esptool.exe(5072),IRP_MJ_WRITE,COM10,14,	C0 00 0A 04 00 00 00 00 00 10 A0 01 60 C0  | ¨¤\#0\#10\#4\#0\#0\#0\#0\#0\#16?\#1`¨¤,
45,13:48:18.960,esptool.exe(5072),IRP_MJ_READ,COM10,1,	C0  | ¨¤,
46,13:48:18.964,esptool.exe(5072),IRP_MJ_READ,COM10,13,	01 0A 04 00 37 05 00 00 00 00 00 00 C0  | \#1\#10\#4\#07\#5\#0\#0\#0\#0\#0\#0¨¤,
47,13:48:18.964,esptool.exe(5072),IOCTL_SET_BAUD_RATE    ,COM10,4,	115200,
48,13:48:18.965,esptool.exe(5072),IOCTL_SET_BAUD_RATE    ,COM10,4,	115200,
49,13:48:18.965,esptool.exe(5072),IRP_MJ_WRITE,COM10,14,	C0 00 0A 04 00 00 00 00 00 18 A0 01 60 C0  | ¨¤\#0\#10\#4\#0\#0\#0\#0\#0?\#1`¨¤,
50,13:48:18.966,esptool.exe(5072),IRP_MJ_READ,COM10,1,	C0  | ¨¤,
51,13:48:18.969,esptool.exe(5072),IRP_MJ_READ,COM10,13,	01 0A 04 00 04 00 00 00 00 00 00 00 C0  | \#1\#10\#4\#0\#4\#0\#0\#0\#0\#0\#0\#0¨¤,
52,13:48:18.970,esptool.exe(5072),IOCTL_SET_BAUD_RATE    ,COM10,4,	115200,
53,13:48:18.970,esptool.exe(5072),IOCTL_SET_BAUD_RATE    ,COM10,4,	115200,
54,13:48:18.971,esptool.exe(5072),IRP_MJ_WRITE,COM10,14,	C0 00 0A 04 00 00 00 00 00 08 A0 01 60 C0  | ¨¤\#0\#10\#4\#0\#0\#0\#0\#0\#8?\#1`¨¤,
55,13:48:18.971,esptool.exe(5072),IRP_MJ_READ,COM10,1,	C0  | ¨¤,
56,13:48:18.975,esptool.exe(5072),IRP_MJ_READ,COM10,13,	01 0A 04 00 03 A8 75 00 00 00 00 00 C0  | \#1\#10\#4\#0\#3¡§u\#0\#0\#0\#0\#0¨¤,
57,13:48:18.975,esptool.exe(5072),IOCTL_SET_BAUD_RATE    ,COM10,4,	115200,
58,13:48:18.975,esptool.exe(5072),IOCTL_SET_BAUD_RATE    ,COM10,4,	115200,
59,13:48:18.976,esptool.exe(5072),IRP_MJ_WRITE,COM10,14,	C0 00 0A 04 00 00 00 00 00 04 A0 01 60 C0  | ¨¤\#0\#10\#4\#0\#0\#0\#0\#0\#4?\#1`¨¤,
60,13:48:18.976,esptool.exe(5072),IRP_MJ_READ,COM10,1,	C0  | ¨¤,
61,13:48:18.980,esptool.exe(5072),IRP_MJ_READ,COM10,13,	01 0A 04 00 54 25 C7 2A 00 00 00 00 C0  | \#1\#10\#4\#0T%?*\#0\#0\#0\#0¨¤,
62,13:48:18.980,esptool.exe(5072),IOCTL_SET_BAUD_RATE    ,COM10,4,	115200,
63,13:48:18.981,esptool.exe(5072),IOCTL_SET_BAUD_RATE    ,COM10,4,	115200,
64,13:48:18.981,esptool.exe(5072),IRP_MJ_WRITE,COM10,26,	C0 00 05 10 00 00 00 00 00 44 0C 00 00 01 00 00 00 00 18 00 00 00 F0 09 40 C0  | ¨¤\#0\#5\#16\#0\#0\#0\#0\#0D\#12\#0\#0\#1\#0\#0\#0\#0\#0\#0\#0e\#9@¨¤,
65,13:48:18.981,esptool.exe(5072),IRP_MJ_READ,COM10,1,	C0  | ¨¤,
66,13:48:18.986,esptool.exe(5072),IRP_MJ_READ,COM10,13,	01 05 04 00 54 25 C7 2A 00 00 00 00 C0  | \#1\#5\#4\#0T%?*\#0\#0\#0\#0¨¤,
67,13:48:18.986,esptool.exe(5072),IOCTL_SET_BAUD_RATE    ,COM10,4,	115200,
68,13:48:18.989,esptool.exe(5072),IOCTL_SET_BAUD_RATE    ,COM10,4,	115200,
